Compound.Name,Cnum.u,O_C_ratio.u,OSc.u,cstar.u
1202_1412_blob_863,7.465966667,0.704697027,-0.251002932,3.965419294
1128_1901_blob_1871,10.13913333,0.201740188,-1.027571627,4.039958673
1128_1901_blob_1135,9.794933333,0.163297604,-0.715747037,3.667261772
1202_1412_blob_889,11.33133333,0.455376887,-0.980708269,2.895979296
1221_0832_blob_579,8.5881,0.467410536,-0.773039856,4.105067003
1221_0832_blob_1123,8.4157,0.546403559,-0.506917006,3.467618953
1206_0924_blob_86,11.89176667,0.154314074,-1.431723932,3.369275741
1129_1334_blob_1043,6.561566667,0.75770677,0.095006337,4.282566127
1202_0046_blob_879,10.46083333,0.473473184,-0.6716943,3.069467278
1213_2145_blob_882,9.536533333,0.569231936,-0.440250853,3.224451268
1202_1412_blob_1255,7.539266667,0.597590439,-0.346538604,3.807023112
1213_2145_blob_983,6.5763,0.739659062,-0.119924981,3.61648182
1129_1334_blob_1021,8.1694,0.333343293,-0.678628381,4.290921424
1202_1412_blob_1807,12.25003333,0.547758597,-0.627471048,2.375763485
1206_0924_blob_215,12.22336667,0.420981901,-0.347842435,2.311090066
1202_0046_blob_1563,12.39343333,0.460732766,-0.890739463,2.674735931
1202_1412_blob_1207,13.89033333,0.464960962,-0.923765781,2.005654759
1221_0832_blob_1206,13.8445,0.478903004,-1.151362467,2.506725035
1221_0832_blob_834,9.0856,0.586265432,-0.523634532,3.097179341
1213_2145_blob_657,9.0466,0.569973978,-1.345235649,3.658759625
1129_1334_blob_794,7.512633333,0.576555765,-0.465353567,3.699872753
1129_1334_blob_1270,9.0219,0.216660475,-0.643761388,3.704531464
1129_1334_blob_1710,20.3029,0.093615651,-1.732745303,1.117256052
1221_0832_blob_1188,11.0716,0.544119827,-0.546832476,2.689620274
1221_0832_blob_762,8.0908,0.519513693,-0.46674016,3.669165027
1128_1901_blob_964,9.4657,0.421711863,-1.170014653,3.811681823
1221_0832_blob_1117,10.88936667,0.480003143,-0.747249597,2.91145622
1221_0832_blob_42,6.235366667,0.780043751,0.113250451,4.140709702
1202_0046_blob_561,8.474566667,0.602818635,-0.558371822,3.355128119
1129_1334_blob_1208,10.31483333,0.657312373,-0.268819855,2.663825394
1206_0924_blob_547,21.11176667,0.396567705,-0.464071681,-0.519683661
1129_1334_blob_952,9.381766667,0.495038767,-0.560852135,3.602039815
1221_0832_blob_653,7.296533333,0.754824173,-0.034061513,3.420747772
1202_1412_blob_1480,6.418333333,0.677509653,0.073377816,4.06791094
1202_1412_blob_1547,7.137,0.727892132,-0.148517845,4.304436005
1128_1901_blob_900,15.24896667,0.298608613,-1.458519996,2.043837919
1129_1334_blob_1531,10.94293333,0.457948035,-1.333516864,4.366119099
1128_1901_blob_991,7.040933333,0.649904052,-0.27096642,4.23661199
1221_0832_blob_882,7.046733333,0.671674639,-0.162779993,3.584796904
1221_0832_blob_1222,10.96286667,0.613273934,-0.313747344,2.5465829
1202_0046_blob_839,9.857966667,0.415379033,-0.722041312,3.173343948
1129_1334_blob_1050,6.504466667,0.654070329,-0.097056948,4.224079047
1216_0703_blob_608,14.27426667,0.16008701,-1.42315851,3.12286772
1213_2145_blob_870,6.617,0.595187058,-0.180058379,3.743315234
1129_1334_blob_1112,7.355766667,0.641995156,-0.427931706,3.723166309
1129_1334_blob_1683,7.039066667,0.612622915,-0.316441468,4.328520263
1128_1901_blob_765,7.551266667,0.588295683,-0.468700661,4.077228364
1216_0703_blob_1250,14.55716667,0.412136894,-0.896507885,1.746304268
1206_0924_blob_489,10.59506667,0.309208518,-0.317391215,3.027916609
1213_2145_blob_760,14.12923333,0.323112824,-1.588052362,3.251355326
1128_1901_blob_1109,10.86346667,0.3433301,-1.08103319,3.262266558
1128_2052_blob_1080,10.51766667,0.211381923,-1.140149168,4.23661199
Blob with BlobID = 572,12.31336667,0.057718747,-0.94364433,3.824027407
1202_0046_blob_1483,12.80833333,0.237971963,-1.154358712,2.934427608
1202_0046_blob_953,8.196033333,0.625775867,-0.441441496,3.514490133
1129_1334_blob_1384,8.709333333,0.599129957,-0.473678468,3.466937189
1128_2052_blob_932,9.6545,0.224864011,-0.915166668,3.383080385
1128_1901_blob_895,15.28003333,0.35026177,-1.230776821,2.009925243
1221_0832_blob_843,7.618666667,0.620857678,-0.296199424,3.537925724
1202_1412_blob_628,7.2277,0.639971127,-0.386777852,3.951443159
1216_0703_blob_631,14.13563333,0.506235515,-0.792683883,1.764723339
1221_0832_blob_706,6.610833333,0.713316413,-0.282837622,4.132262589
1213_2145_blob_925,10.9395,0.436807813,-0.478567052,2.601814509
1202_1412_blob_1238,7.731233333,0.624140038,-0.378537359,3.602039815
1202_1412_blob_1066,8.925933333,0.71104058,-0.087785318,3.215835778
1128_1901_blob_1480,7.3296,0.746417124,-0.177438231,3.746459865
1128_1901_blob_718,7.5456,0.581521829,-0.295293788,3.909514758
1128_1901_blob_1873,19.06016667,0.106282102,-0.849569633,0.601222108
1202_1412_blob_1846,13.73553333,0.432139197,-0.809478494,2.130922326
1221_0832_blob_1080,7.763866667,0.50627994,-0.615516144,4.109754121
1213_2145_blob_907,10.1716,0.443926053,-0.585638279,3.039966302
1221_0832_blob_1064,10.54456667,0.59896614,-0.392218491,2.730892078
1221_0832_blob_45,9.271666667,0.603466661,-0.221738256,2.963045976
1129_1334_blob_601,6.475566667,0.58801378,-0.22074222,3.895538626
1206_0924_blob_565,20.63246667,0.400434428,-0.348255877,0.053432898
1129_1334_blob_1677,7.032633333,0.677607177,-0.243271492,4.662732155
1202_1412_blob_1696,15.1866,0.353341476,-1.09351816,1.645567436
1221_0832_blob_1139,10.7126,0.522413424,-0.500489663,2.89082032
1202_1412_blob_1590,11.06973333,0.550926342,-0.575866749,2.689620274
1128_1901_blob_1252,22.1546,0.276134029,-1.650693169,0.454168873
1221_0832_blob_986,10.56486667,0.572680745,-0.966055871,2.9372511
1213_2145_blob_1113,11.77196667,0.477198111,-0.501821756,2.225157704
1213_2145_blob_956,10.62113333,0.514081536,-0.493689303,2.65946606
1202_1412_blob_1157,11.28843333,0.445611816,-1.00662814,2.978522904
1129_1334_blob_1569,10.55,0.33868255,-1.006337512,3.932808314
1213_2145_blob_1000,10.62576667,0.590278245,-0.35738098,2.65946606
1129_1334_blob_1148,7.447066667,0.626670672,-0.373448803,3.550793992
1128_1901_blob_1140,12.70943333,0.15477347,-1.267333921,3.17972295
1221_0832_blob_1028,8.485166667,0.583446298,-0.748188963,3.439496245
1128_1901_blob_1006,7.338933333,0.657878134,-0.30671692,4.412073235
1202_0046_blob_1284,13.799,0.365692269,-1.082954463,2.337747794
1213_2145_blob_1173,12.81993333,0.466512119,-0.718188179,2.321243623
1216_0703_blob_1095,13.1942,0.448824787,-0.721606049,2.231746534
1213_2145_blob_1669,12.88806667,0.568923914,-0.467045694,2.044516175
1221_0832_blob_920,8.096133333,0.526309306,-0.710959348,3.673852144
1221_0832_blob_1308,12.67596667,0.536840904,-0.710866899,2.125228347
1221_0832_blob_1282,12.17603333,0.514851829,-0.798724305,2.746369003
1202_0046_blob_1764,11.71723333,0.566055253,-0.577844298,2.501659066
1202_0046_blob_1000,7.5596,0.60890194,-0.090755034,3.303189782
1202_1412_blob_808,17.65716667,0.098722413,-1.829919968,2.607076666
1221_0832_blob_747,6.7909,0.467049717,-0.017528159,3.73478468
1128_1901_blob_1714,11.12963333,0.137223584,-1.119108323,4.77970632
1221_0832_blob_709,7.881466667,0.630376672,-0.39482785,3.514490133
1202_0046_blob_1347,15.34843333,0.325177062,-1.217006844,1.49540064
1202_1412_blob_635,9.0352,0.595359984,-0.146697131,3.086861389
1129_1334_blob_1771,16.09623333,0.431606719,-1.374776726,1.982878837
1129_1334_blob_1300,7.160733333,0.736721891,-0.173484516,4.114498055
1128_1901_blob_1348,18.74193333,0.10878589,-1.847855749,1.483002459
1128_1901_blob_1464,14.0566,0.275757238,-1.287131806,2.91145622
1128_1901_blob_1511,13.4161,0.381107292,-1.135231373,2.663825394
1128_1901_blob_1294,23.84036667,0.256968505,-1.757898117,0.494274302
1129_1334_blob_1105,7.2624,0.641719848,-0.188831611,3.862927645
1221_0832_blob_583,8.7852,0.694200747,-0.075474661,3.138451145
1221_0832_blob_952,10.64526667,0.58594021,-0.402663236,2.787640807
1213_2145_blob_1159,9.666066667,0.499270216,-0.418431268,3.028435992
1202_0046_blob_1342,17.03396667,0.318576191,-1.520922029,1.970360452
1128_1901_blob_1517,11.65486667,0.435778164,-0.959690923,2.968204952
1213_2145_blob_672,9.2723,0.598892017,-0.57347305,3.251355326
1202_1412_blob_1352,11.38223333,0.258359353,-1.557827882,3.998030271
1213_2145_blob_1189,11.63626667,0.496530541,-0.378729906,2.394268922
1221_0832_blob_897,11.44526667,0.542005475,-0.533310054,2.653507442
1221_0832_blob_777,8.302133333,0.498657691,-0.479940713,3.561361314
1128_1901_blob_960,24.1292,0.257372712,-1.716934522,-0.315892813
1221_0832_blob_618,9.453366667,0.580085471,-0.310101954,3.050748561
1213_2145_blob_1287,12.93586667,0.570223283,-0.474299995,2.044516175
1221_0832_blob_698,9.592633333,0.559626415,-0.334430657,3.081702413
1128_1901_blob_1610,10.65216667,0.62860521,-0.550865809,3.122974217
1128_1901_blob_1279,13.54866667,0.507406131,-0.607576599,1.76196158
1202_1412_blob_1814,15.5139,0.44060845,-1.147304135,1.172056024
1216_0703_blob_779,13.2811,0.476653153,-0.716970887,2.085025998
1129_1334_blob_1678,7.0116,0.588425248,-0.192063133,4.207368448
1202_0046_blob_969,11.30606667,0.603875944,-0.343959176,2.439485826
1202_1412_blob_937,12.3262,0.399395204,-1.096586877,2.849548515
1128_1901_blob_919,15.59603333,0.297097978,-1.428190473,1.321826077
1128_1901_blob_1622,7.135933333,0.71790834,-0.143893177,4.091204499
1221_0832_blob_874,10.57793333,0.582740811,-0.348939949,2.705097198
1202_0046_blob_1115,6.070166667,0.704945832,0.047822268,3.903520929
1202_0046_blob_948,12.3289,0.393962888,-1.517825845,3.626980964
1213_2145_blob_1472,17.0037,0.215107597,-1.797718607,2.874698521
1213_2145_blob_1041,12.42696667,0.453109357,-0.87375412,2.524945773
1128_1901_blob_1115,15.36873333,0.40656645,-1.205819864,1.987316792
1129_1334_blob_1067,8.974166667,0.495876409,-0.850585571,4.081887075
1202_1412_blob_910,14.5994,0.402854313,-1.556110931,3.148769097
1202_0046_blob_1351,16.48333333,0.363136289,-1.571690562,2.224705535
1202_1412_blob_2061,21.17516667,0.470167069,-0.904101915,-0.212741503
1129_1334_blob_1034,10.59426667,0.595500675,-0.322843438,2.710256174
1206_0924_blob_536,9.940566667,0.443534109,-0.276563121,2.97078444
1221_0832_blob_1169,13.1951,0.521501914,-1.367352465,2.844389539
1202_1412_blob_1021,13.55436667,0.320168645,-1.39665497,2.813435687
1128_1901_blob_1280,17.83566667,0.50236415,-1.41817191,1.073862413
1206_0924_blob_89,20.43406667,0.289716095,-0.542974756,0.119320385
1128_1901_blob_1153,6.214833333,0.710716074,-0.088285673,4.091204499
1128_1901_blob_720,16.96433333,0.158869083,-1.749672741,2.507311182
1221_0832_blob_976,10.254,0.433352639,-0.448822963,2.906297248
1221_0832_blob_1121,9.233533333,0.380694407,-0.884874518,4.011324642
1221_0832_blob_1166,11.95703333,0.514424986,-0.828693934,2.478255134
1221_0832_blob_919,10.26883333,0.577018693,-0.441647499,3.112656269
1221_0832_blob_815,7.851266667,0.566946206,-0.34715578,3.570735549
1221_0832_blob_905,15.93226667,0.343017271,-1.69909287,2.71541515
1129_1334_blob_1510,15.48276667,0.507533356,-1.022047954,1.204043338
1202_1412_blob_738,11.40733333,0.402169072,-0.943071123,2.963045976
1129_1334_blob_1104,8.655933333,0.61383677,-0.026337336,2.963045976
1128_1901_blob_1052,10.31393333,0.14339492,-0.727791857,3.522841726
1221_0832_blob_35,6.890733333,0.753984714,0.081347882,3.71134909
1128_1901_blob_673,5.904666667,0.729184399,0.08382864,4.077228364
1128_1901_blob_869,10.1546,0.537930609,-0.28861654,2.875343392
1221_2326_blob_869,17.0958,0.155300174,-1.671832619,2.006081807
1128_1901_blob_1122,24.71786667,0.11812215,-1.805120598,-0.279972844
1221_0832_blob_873,8.677533333,0.569603548,-0.433042065,3.308697339
1128_1901_blob_1274,8.2508,0.491260329,-0.695358759,3.8442928
1129_1334_blob_1442,6.677533333,0.745494758,0.07583183,4.315987316
1202_1412_blob_1178,7.1266,0.62828778,-0.178165811,4.24562932
1221_2326_blob_776,7.3509,0.699891335,-0.192376993,4.242962017
1213_2145_blob_786,9.5528,0.601893717,-0.356441496,3.059183486
1202_1412_blob_1780,15.31126667,0.354160506,-1.240612116,1.88608117
1213_2145_blob_1033,6.092166667,0.688502914,0.037593258,3.854774901
1202_1412_blob_1073,7.1093,0.653179218,-0.127025791,3.783729556
1129_1334_blob_1233,13.66806667,0.455069547,-1.091119475,2.324517663
1202_0046_blob_856,12.46766667,0.406174716,-0.960622399,2.799387933
1221_2326_blob_973,19.2977,0.063581814,-1.906369687,1.57177345
1128_1901_blob_729,11.20163333,0.328208633,-1.35951801,3.293220411
1221_0832_blob_1195,7.9625,0.559630283,-0.478389408,3.584796904
1202_1412_blob_1589,15.6273,0.31163466,-1.644686112,1.719361422
1202_1412_blob_1614,13.62846667,0.522306966,-0.773031855,1.639417937
1206_0924_blob_1122,21.33853333,0.391367512,-1.028858917,-0.334571197
1221_0832_blob_749,8.245566667,0.513697201,-0.771175064,3.739471798
1128_1901_blob_1418,7.1901,0.63225576,-0.227945862,4.025982542
1213_2145_blob_1051,10.96463333,0.476221889,-0.330570889,2.651779187
1202_0046_blob_1927,14.70566667,0.381271109,-1.210598135,2.077750599
1128_2052_blob_1467,16.64716667,0.113258162,-1.29152633,1.999960776
1221_0832_blob_1210,7.733833333,0.586232513,-0.476652175,3.884772456
1202_0046_blob_1720,13.51663333,0.371161034,-1.094920679,2.264270327
1128_1901_blob_1184,6.339866667,0.594370601,-0.04571808,4.771351022
1221_0832_blob_941,10.48406667,0.570274119,-0.711148314,3.00431778
1213_2145_blob_683,11.52693333,0.586759878,-0.872945613,2.76708229
1221_0832_blob_880,10.09783333,0.416068182,-0.814616769,3.329333243
1202_0046_blob_1847,17.28346667,0.337837726,-1.667453316,1.29702971
1221_0832_blob_672,6.632,0.766682761,0.053082124,3.870711101
1128_1901_blob_1644,7.557833333,0.424872142,-0.553415659,4.800594565
1221_0832_blob_1098,6.367666667,0.735377471,-0.036020307,3.805091451
1213_2145_blob_938,6.3016,0.605387254,0.14291007,3.800966786
1206_0924_blob_633,12.87596667,0.427403229,-0.330073288,2.339772432
1129_1334_blob_1073,12.26903333,0.50131606,-0.668513329,2.347293584
1221_2326_blob_688,14.21906667,0.410820721,-0.937322562,2.117541473
1202_1412_blob_1344,14.19306667,0.422760297,-1.069101049,2.039818642
1128_1901_blob_1524,18.60516667,0.174588306,-1.795959238,1.29702971
1221_0832_blob_661,7.901266667,0.623342101,-0.182397312,3.262266558
1202_1412_blob_1794,14.25893333,0.455239503,-1.133213732,1.57177345
1202_0046_blob_1673,15.4083,0.322032905,-1.295515169,1.650377931
1221_0832_blob_857,18.10123333,0.136903773,-1.860882075,2.461173191
1202_1412_blob_1163,14.51626667,0.31048383,-1.438127717,2.43270329
1216_0703_blob_859,8.495866667,0.428884178,-0.511468295,4.294266652
1221_0832_blob_1231,10.7279,0.510472402,-0.917175928,3.050748561
1128_1901_blob_1155,10.7739,0.372356516,-0.929990443,3.890879912
1202_0046_blob_1032,10.74893333,0.57109797,-0.427142621,2.602022262
1129_1334_blob_1075,6.839833333,0.744782072,-0.013799358,4.182302557
1129_1334_blob_1130,9.7393,0.558569699,-0.600404991,3.035271633
1206_0924_blob_396,12.87903333,0.331159175,-0.375741876,2.385664213
1129_1334_blob_1414,5.5517,0.747929957,0.002465909,4.382829693
1202_0046_blob_1765,8.230266667,0.393150867,-0.464921149,4.338039822
1221_0832_blob_899,10.6242,0.528024905,-0.765163613,2.885661344
1129_1334_blob_675,9.9195,0.575075048,-0.373499435,2.895979296
1221_0832_blob_1113,7.796733333,0.532512144,-0.568043789,3.955079227
1202_1412_blob_667,9.019,0.623182573,-0.23677493,3.148769097
1213_2145_blob_659,7.3984,0.598109906,-0.105550507,3.531926211
1202_1412_blob_1536,11.24226667,0.551219358,-0.694470046,2.761845931
1202_1412_blob_1933,13.8624,0.534084342,-0.861295213,1.295046001
1216_0703_blob_789,10.22876667,0.502973063,-0.383732092,3.035305025
1221_0832_blob_743,7.2363,0.686463069,-0.262826945,3.669165027
1202_1412_blob_1038,7.488566667,0.695012503,-0.321014375,3.681237907
1202_0046_blob_1142,7.419166667,0.639100073,-0.421331121,3.786342978
1128_1901_blob_1276,8.231233333,0.292693787,-0.601603725,4.012006407
1128_1901_blob_956,18.3707,0.050139179,-1.852994669,1.241237886
1221_0832_blob_1120,11.34273333,0.609064294,-0.582559076,2.782481831
1128_1901_blob_1664,13.95826667,0.448329438,-0.901929602,1.29702971
1202_1412_blob_1181,11.8411,0.53958123,-0.406645723,2.256189897
1205_0335_blob_1012,11.0352,0.151475107,-0.809487506,3.302323429
1206_0924_blob_237,18.20973333,0.480395168,-0.286508034,0.464047351
1206_0924_blob_347,19.20586667,0.250194131,-0.495186228,0.389219377
1202_1412_blob_1106,12.19563333,0.641613034,-0.275597325,2.119534368
1202_1412_blob_1884,15.007,0.327614373,-1.252697499,1.368839987
1202_1412_blob_1819,14.05333333,0.521909009,-0.587349345,1.424185477
1128_1901_blob_1158,8.3199,0.394554576,-0.909557549,3.62067466
1213_2145_blob_1085,10.61106667,0.528416668,-0.720103609,2.928506636
1221_0832_blob_796,7.498066667,0.693909739,-0.113267182,3.359815236
1202_1412_blob_908,9.119566667,0.58053716,-0.330217012,3.133292169
1205_0335_blob_738,9.6303,0.371903006,-0.247776945,3.240390496
1202_1412_blob_1505,14.699,0.349746624,-1.420525927,2.330211641
1129_1334_blob_1241,11.1882,0.514170801,-0.717075508,2.828912611
1213_2145_blob_1233,8.961633333,0.417959026,-0.62049472,4.365951994
1205_0335_blob_604,10.7551,0.168571378,-1.220925296,3.764183605
1128_1901_blob_1312,19.2086,0.519736505,-1.419773748,0.674748726
1128_1901_blob_1349,17.65993333,0.355841577,-1.678586051,1.476803368
1221_0832_blob_982,14.14113333,0.204200147,-1.255562221,2.895979296
1221_2326_blob_762,19.10263333,0.04704075,-1.929191509,2.225157704
1129_1334_blob_1006,6.187,0.782569758,0.118843395,4.407895585
1202_0046_blob_1128,13.42046667,0.36886339,-0.997799321,2.241661875
1213_2145_blob_1004,12.15063333,0.56208147,-0.623844997,2.451920474
1202_1412_blob_887,11.12716667,0.460837104,-0.864391055,2.988840856
1216_0703_blob_1401,17.5484,0.088048821,-1.573429064,1.267408435
1202_1412_blob_1647,17.24356667,0.324799887,-1.701675438,1.645567436
1202_0046_blob_1273,12.57226667,0.536981343,-0.603277189,2.083402711
1221_0832_blob_663,7.577966667,0.594741975,-0.503854872,3.744158915
1206_0924_blob_184,7.606566667,0.531299393,-0.500551405,4.429591663
1202_0046_blob_889,8.879066667,0.573872125,-0.536023278,3.214894616
1221_0832_blob_965,6.9571,0.746441927,-0.184915321,3.969140583
1129_1334_blob_1320,11.77886667,0.553022855,-0.588690137,2.347293584
1221_0832_blob_718,10.81486667,0.466292987,-0.733199314,2.870184416
1202_1412_blob_1529,13.63663333,0.409288647,-1.1092104,2.233413975
Blob with BlobID = 547,6.3221,0.809903142,0.118704337,3.351284682
1221_0832_blob_676,8.113066667,0.56229653,0.013939703,3.288061438
1129_1334_blob_1497,7.7521,0.572573818,-0.512043412,4.762995725
1206_0924_blob_386,13.2617,0.40265947,-0.257658857,2.127522936
1128_1901_blob_978,25.8305,0.082018727,-1.860361862,-1.055118536
1221_0832_blob_946,7.381933333,0.57818545,-0.542314986,4.351887548
1128_1901_blob_922,15.17743333,0.352313797,-1.63781972,3.014635733
1128_1901_blob_1202,10.97213333,0.149558915,-1.278927847,3.825657954
1221_0832_blob_786,7.0368,0.705876255,-0.147185359,3.762907388
1129_1334_blob_1080,10.446,0.585562011,-0.349856287,2.859866467
1202_1412_blob_1514,10.688,0.676361381,-0.362405175,2.792799783
1202_0046_blob_1758,14.87253333,0.360897936,-1.013022167,1.414812449
1128_1901_blob_779,19.9866,0.268655407,-1.682456696,0.881960099
1221_0832_blob_577,8.827133333,0.564630296,-0.941763445,3.584796904
1128_1901_blob_1521,16.79756667,0.386437851,-1.512057676,2.066446371
1221_0832_blob_642,7.4553,0.760312252,-0.028663104,3.303538363
1216_0703_blob_940,12.70996667,0.506381524,-0.828727101,2.333322288
1129_1334_blob_1271,12.14096667,0.561291526,-0.477090636,2.199250092
1129_1334_blob_965,7.7314,0.593074874,-0.489314594,3.73248373
1221_0832_blob_823,7.187866667,0.64039001,-0.153853462,3.978514818
1221_0832_blob_912,7.6411,0.664368142,-0.513166236,3.42543489
1213_2145_blob_1044,11.0777,0.465749683,-0.590811304,2.621031693
1129_1334_blob_1673,13.59863333,0.503015968,-0.821991947,1.971490876
1202_1412_blob_1498,13.07623333,0.527113734,-0.525345879,1.977184854
1202_1412_blob_690,8.658866667,0.329066419,-0.442964926,3.569428838
1202_0046_blob_1829,13.8577,0.498813294,-0.817841023,1.718567937
1221_0832_blob_937,14.90396667,0.246654702,-1.321518119,2.694779246
1129_1334_blob_833,9.905733333,0.545483175,-0.513275148,3.112656269
1202_1412_blob_794,7.792633333,0.605469934,-0.346022548,3.334492215
1128_2052_blob_926,12.10106667,0.48161628,-0.843058696,2.607076666
1129_1334_blob_1914,13.37283333,0.54075134,-0.611852095,1.897469131
1221_2326_blob_864,12.84236667,0.157756822,-1.478506368,3.255198762
1128_1901_blob_1113,7.824166667,0.532652197,-0.891933865,4.249144938
1202_0046_blob_1106,10.01206667,0.533148173,-0.604955076,3.038304277
1202_0046_blob_1429,11.15526667,0.449863876,-0.942867739,3.085048778
1216_0703_blob_647,11.61976667,0.321174215,-0.337181541,2.638697523
1213_2145_blob_670,7.993566667,0.615492329,-0.508880771,3.70103743
1129_1334_blob_1750,6.9656,0.700696445,-0.280464492,4.825660456
1202_1412_blob_1169,11.16893333,0.535195307,-0.435446732,2.569358822
1206_0924_blob_542,10.3418,0.398501073,-0.251061988,2.98636594
1202_1412_blob_1594,15.7859,0.339080264,-1.475854077,1.584072447
1202_1412_blob_1773,13.6461,0.568595412,-0.611493175,1.541025955
1128_1901_blob_1867,20.14543333,0.04894979,-1.583357251,1.092459689
1128_1901_blob_1469,7.539966667,0.522855556,-0.283228817,4.458027372
1202_0046_blob_1249,15.12816667,0.33943118,-1.224621091,1.755762489
1216_0703_blob_570,7.138133333,0.43310348,-0.31584345,4.868814157
1202_1412_blob_1969,13.84343333,0.531411165,-0.579454276,1.270448006
1129_1334_blob_693,12.75816667,0.193442358,-0.698987798,2.885661344
1129_1334_blob_717,6.806533333,0.705682535,-0.022933392,3.681237907
1128_1901_blob_1306,17.0823,0.100107897,-1.618103314,2.252966099
1129_1334_blob_1381,12.88963333,0.423262576,-0.993751875,2.455479212
Blob with BlobID = 4,10.44226667,0.155727018,-1.245413162,3.639542441
1128_1901_blob_1298,15.90066667,0.279694612,-1.51712023,1.98166468
1213_2145_blob_1015,12.48963333,0.501280114,-0.87472672,2.42117298
1128_1901_blob_620,5.810533333,0.842959957,0.105148922,4.871614589
1206_0924_blob_410,18.90113333,0.266739857,-0.47819491,0.708938898
1206_0924_blob_101,7.828466667,0.483308339,-0.630695202,4.391369641
1129_1334_blob_1448,13.66286667,0.424889903,-0.884678674,2.142310287
1206_0924_blob_371,13.79633333,0.416606885,-0.318512392,1.383003997
1128_1901_blob_1722,8.1929,0.382485795,-1.091335023,4.165591962
1213_2145_blob_639,8.2058,0.595580128,-0.76483958,3.362814992
1221_0832_blob_850,9.179833333,0.607796011,-0.248465243,3.138451145
1202_1412_blob_729,9.434433333,0.534106044,-0.423472016,3.122974217
1221_0832_blob_988,11.09836667,0.548142157,-0.446507175,2.705097198
1202_0046_blob_1756,15.2508,0.375294044,-1.228994576,1.575988831
1221_0832_blob_883,12.70336667,0.498790708,-0.665880653,2.387151446
Blob with BlobID = 592,12.4363,0.068965879,-1.171416802,4.192997339
1202_0046_blob_1144,7.848666667,0.576650449,-0.440907843,3.486367422
1129_1334_blob_1629,14.24476667,0.437645734,-0.958007989,2.005654759
1202_1412_blob_944,7.921166667,0.550314364,-0.245421954,3.293220411
1221_0832_blob_731,6.6895,0.688363397,0.011859409,3.645729437
1221_0832_blob_1104,18.01703333,0.059548422,-1.630177832,1.359020625
1202_0046_blob_1456,12.06626667,0.544180899,-0.708406668,2.309487227
1221_0832_blob_1085,15.96723333,0.340388451,-1.668222962,2.767004907
1128_1901_blob_993,22.78786667,0.063195917,-1.797661777,0.460853113
1221_0832_blob_719,7.305766667,0.601203176,-0.545107025,4.875608608
1129_1334_blob_658,9.958633333,0.590766945,-0.308239113,3.024953685
1202_1412_blob_1372,11.63343333,0.573351742,-0.683011867,2.751527979
1205_0335_blob_829,7.994666667,0.580711473,-0.1306438,3.302323429
1221_0832_blob_759,7.757233333,0.51756975,-0.434313902,3.762907388
1202_1412_blob_1369,9.791466667,0.562867044,-0.502224408,3.050748561
1213_2145_blob_1240,10.64023333,0.595026669,-0.46446868,2.651779187
1221_0832_blob_723,8.2103,0.472360086,-0.770157667,3.870711101
1128_1901_blob_1034,13.04283333,0.320610274,-1.674647544,3.611357239
1202_0046_blob_743,7.525666667,0.537116378,-0.333546968,4.053508706
1221_0832_blob_638,6.4519,0.75191662,-0.315275897,4.554618281
1213_2145_blob_954,9.8679,0.599629589,-0.320285842,2.913132888
1128_1901_blob_1269,11.32513333,0.462457825,-1.015615247,2.932092124
1202_1412_blob_1458,7.653066667,0.604018144,-0.436312806,3.909514758
1202_0046_blob_928,7.781633333,0.460952853,-0.341340951,3.387937944
1221_0832_blob_771,6.400633333,0.790599489,0.079772675,3.95039211
1221_0832_blob_690,11.26923333,0.426815598,-0.9013999,3.148769097
1202_0046_blob_938,9.8299,0.553334944,-0.659125916,3.053885778
1202_0046_blob_1586,13.7421,0.5102816,-1.061023738,1.970360452
1129_1334_blob_1070,7.965066667,0.592072776,-0.258788228,3.397056521
1202_1412_blob_1751,13.98373333,0.526825339,-0.782371097,1.547175454
1129_1334_blob_964,9.607466667,0.248181467,-0.716818057,4.562468589
1221_0832_blob_739,6.660166667,0.761470007,0.039029779,3.922269402
1202_0046_blob_1341,12.27276667,0.424877605,-0.64350724,2.332095678
1202_1412_blob_1341,14.5929,0.398413396,-1.288151445,2.039818642
1129_1334_blob_1519,26.67713333,0.191902175,-1.877267788,0.313799878
1129_1334_blob_907,9.0558,0.450132679,-0.831559566,3.592722394
1129_1334_blob_1046,6.996133333,0.64778749,-0.115638325,4.063252229
1128_1901_blob_990,7.771,0.406841959,-0.780362729,4.675265103
1128_1901_blob_969,15.40616667,0.197636011,-1.449170446,2.490354842
1128_1901_blob_1105,10.3185,0.541548576,-0.745074581,3.035271633
1129_1334_blob_1301,5.902,0.724900998,-0.029343389,4.39118499
1221_0832_blob_713,6.827866667,0.630856225,-0.078954348,3.739471798
1202_0046_blob_1379,12.0805,0.537178461,-0.87341662,2.473398502
1202_0046_blob_1561,13.49923333,0.508736519,-0.620696084,1.76196158
1129_1334_blob_1132,11.7986,0.571322098,-0.54255182,2.444091251
1216_0703_blob_837,7.202366667,0.619517942,-0.519844308,4.768163499
1221_0832_blob_565,7.229966667,0.641183134,-0.194233235,4.161827489
1129_1334_blob_924,10.9464,0.555300235,-0.445978791,2.612235638
1206_0924_blob_281,8.534366667,0.600933627,0.039783307,3.152568611
1202_1412_blob_804,6.3507,0.700942139,-0.045645057,3.98871285
1213_2145_blob_787,11.15263333,0.487511442,-0.809438357,2.886228831
